trader_id,address,in_tx,out_tx
10,\x0006e4548aed4502ec8c844567840ce6ef1013f5,[26934],[26509]
11,\x00084121aec4309cb20db622a28c717720e888e0,"[29986, 33991, 35002]","[30295, 34070]"
12,\x000c1cac6fef87de3fb1e3b15bb1b5311020e1c3,"[23257, 23258, 23259, 23260, 23261, 23262, 23263, 23264, 23265, 23266, 23267, 23268, 23269, 23270, 23271, 23272, 23273, 23274, 23275, 23276, 23277, 23278, 23279, 23280, 23281, 23282]","[21412, 21413, 21414, 21415, 21416, 21417, 21418, 21419, 21420, 21421, 21422, 21423, 21424, 21425, 21426, 21427, 21428, 21429, 22573, 40417, 40512, 40575, 41225, 41292, 41377, 41597]"
13,\x000e8c608473dcee93021eb1d39fb4a7d7e7d780,[35060],[24956]
14,\x0011f1cc1a7cd0b0d70ae3f539e61d7540cd840b,[],[8682]
15,\x0015d4a9c4bee8da5650793580fdb1a48fa0ca97,[6137],[6140]
16,\x001da99a3554b6506bdc2079fee6a97081f1b58b,"[42974, 42975, 42991]","[23101, 37405, 39917, 41617]"
17,\x002ca2d9bccd631876ee79e0a5d59f228bcde007,[42833],[21909]
18,\x003a9786c858f50fab79cb6bedc364697373bfc6,[],"[21430, 21431, 21432, 21433, 21434, 21435, 21436, 21437, 21438, 21439]"
19,\x003f35595dce3187b4fff2b5a2c4303f7158208a,"[4381, 7699]","[4379, 4380]"
20,\x003f6b20bfa4b5cab701960ecf73859cb3c095fc,[40697],[]
21,\x00493aa44bcfd6f0c2ecc7f8b154e4fb352d1c81,"[10274, 10364, 30441]","[10301, 10368]"
22,\x004aa3b4c6807c379e03b0902357580558254e9b,[13432],[]
23,\x0051c65e2899130a3a4f50e57f44eaee982334f9,[28845],[26743]
24,\x0053f28decb7184d73a0d776aff540ea09ec6a2c,[],"[23360, 23361, 23362, 23363, 23364, 23365, 23366, 23367, 23368, 23369, 23370, 23371, 23372, 23373, 23374, 23375, 23376, 23377, 23378, 23379]"
25,\x0055cd5f017027d10adf4f13332181e6d8d886bb,[13375],[34634]
26,\x0056af3a28893bd11f0c4e45b62b18113a85fcb0,[28044],[3383]
27,\x0057009257307484a6913157598d1b1d6c23bd3d,[],"[42357, 42458, 42660, 42661, 42664, 42668, 42672, 42681, 42820, 42821, 42828, 42844, 42845, 42846, 42847]"
28,\x005734d7d408bccf41cff34b46244551d01f0a6b,"[43726, 43741, 43744]",[]
29,\x00584363400c0b874277edd8cb16bc58b4b00ae2,[29559],[]
30,\x00653d03b147a663390dd5c5b1a55dc9cc0bd2fd,"[23555, 32158]","[23554, 30172, 32157, 36047]"
31,\x00668bd79ede077b99bbe1c4db59418bc333d4cf,"[18036, 18037, 24047, 25910, 31450, 31595, 31758, 38214, 38706, 38707, 38708, 38839, 38843, 38844, 38894, 38900, 38910, 38911, 38912, 38913, 38914]","[5148, 5149, 5150, 5151, 5152, 5154, 5155, 5156, 24059, 25930, 26600, 26604, 35368, 36070, 36173, 36189, 36587, 37157, 37316, 37730, 38375, 38572]"
32,\x00677778022f40fac0db431797309809f750b988,[2260],[]
33,\x006b082e8a781fdbaf499fd11aacfcebaf83d382,[3823],[]
34,\x006bcd877233298d0a85930293c1189152aa8ec5,"[28401, 28424]","[6043, 6061]"
35,\x006cc990dae7cc6e2d14877bd71bd6c7297bc28d,"[40781, 40782]","[21397, 21398]"
36,\x007508a6c38bcf12a30728c363968dab1be6384a,[43730],"[26128, 33246, 35123, 38670]"
37,\x007880443b595eb375ab6b6566ad9a52630659ff,[40020],[40018]
38,\x007eb9fe5553d5027149a05ff715efe55ca4247a,[],"[6334, 36678]"
39,\x0084a81668b9a978416abeb88bc1572816cc7cac,"[23092, 42278]","[23092, 23093]"
40,\x0087d8098d22b00692b160899245994d3cc58275,[36519],[]
41,\x008c84421da5527f462886cec43d2717b686a7e4,"[6801, 10134, 31681, 33333, 33345, 33389, 33406]","[10079, 12260, 28925, 28969]"
42,\x0091d84d13483ae41f0432ec86b68266bd67b6d5,"[13001, 13003, 13472]","[5460, 5464, 5466]"
43,\x009988ff77eeaa00051238ee32c48f10a174933e,"[9032, 9034, 9035, 9036, 9037]","[7772, 31974, 31980, 32015, 32016]"
44,\x009b34d1a81174762653102c15988f26ce83ab10,[31771],[8317]
45,\x00a16775f345ac37cd308f5a7861fa39bd9db3a0,[],[1645]
46,\x00a1b46319be9163b8ae30dbe506235608a563dc,"[31175, 34781]","[27003, 31350]"
47,\x00a25c455636cc01bffcb717db900a6d4c767a8a,[24211],[24151]
48,\x00a2ee17a50b809b69d83b78f94722290cf4b841,[27626],[2867]
49,\x00a839de7922491683f547a67795204763ff8237,[40462],[]
50,\x00a8bec03805bcfaafab1050dbcf90f57982d750,"[28461, 28506]","[4939, 4941]"
51,\x00b278dd68f9d8491795ffaf771120638bef1686,"[23382, 23383, 23384, 23385, 23386, 23387, 23388, 23389, 23390, 23391, 23392, 23393, 23394, 23395, 23396, 23397, 23398, 23399, 23400, 23401, 23403, 23404, 23405, 23406, 23407, 43257, 43260, 43289, 43291, 43337, 43338, 43339, 43340, 43341, 43342, 43343, 43344, 43346, 43347, 43348, 43350, 43351, 43352, 43353, 43354, 43355, 43356, 43360, 43362, 43367, 43388, 43394, 43395, 43400, 43430, 43431, 43432, 43444, 43445, 43446, 43448, 43449, 43450, 43454, 43466, 43467, 43468, 43469, 43470, 43471, 43472, 43473, 43474, 43476, 43477, 43478, 43480, 43482, 43483, 43484, 43485, 43486, 43487, 43488, 43489, 43491]","[12954, 14151, 14154, 14156, 14157, 14159, 26531, 26532, 26654, 26811, 27427, 27440, 27507, 27538, 27548, 27555, 27574, 27581, 27583, 27588, 27669, 27693, 27709, 27754, 27755, 27789, 27826, 27838, 27859, 27923, 27927, 27976, 27982, 27988, 28013, 28026, 28034, 28046, 28089, 28205, 28216, 28295, 28296, 28298, 28301, 28681, 28701, 33003]"
52,\x00bc5b61042fa8375dba651a2309bc5595302ec1,[],[24252]
53,\x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,"[42994, 43004, 43008, 43028, 43102, 43106, 43109, 43171, 43205, 43238, 43240, 43299, 43365, 43402, 43411, 43453, 43497, 43499, 43512, 43513, 43530, 43535, 43536, 43537, 43538, 43540, 43593, 43595, 43597, 43598, 43613, 43616, 43635, 43637, 43638, 43639, 43658, 43659, 43665, 43666, 43687, 43691, 43746, 43747, 43751, 43752, 43753, 43755, 43757]","[22436, 22437, 22438, 22439, 22440, 22441, 22442, 22443, 22444, 22445, 22446, 22447, 22448, 22449, 22450, 22451, 22452, 22453, 22454, 22455, 22456, 22457, 22458, 23105, 23106, 23107, 23108, 23109, 23110, 23111, 23112, 23113, 23114, 23115, 23116, 23117, 23118, 23119, 23121, 23122, 23123, 23556, 23557, 42990, 43002, 43006, 43103, 43145, 43149, 43170, 43225, 43250, 43273, 43305, 43310, 43311, 43325, 43342, 43345, 43405, 43409, 43440, 43455, 43491, 43492, 43560, 43562, 43563, 43567, 43568, 43570, 43572, 43576, 43577, 43579, 43589, 43594, 43599]"
54,\x00bd9fd57c423a1b1c969823d409156d90974d77,"[22594, 23701, 43412, 43417, 43531, 43532, 43603, 43605, 43607, 43608, 43722, 43756]","[22587, 22588, 22589, 22590, 22591, 22592, 22593, 22594, 22595, 22596, 22597, 22598, 22599, 22600, 22601, 22602, 22603, 22604, 22605, 22606, 22607, 22608, 22609, 22610, 22611, 22612, 22613, 22614, 22615, 22616, 22617, 22618, 22619, 22620, 22621, 22622, 22623, 22624, 22625, 22626, 22627, 22628, 22629, 22630, 22631, 22632, 22633, 22634, 22635, 22636, 22637, 22638, 22639, 22640, 22641, 22642, 22643, 22644, 22645, 22646, 22647, 22648, 22649, 22650, 22651, 22652, 22653, 22654, 22655, 22656, 22657, 22658, 22659, 22660, 22661, 22662, 22663, 22664, 22665, 22666, 22667, 22668, 22669, 22670, 22671, 22672, 22673, 22674, 22675, 22676, 22677, 22678, 22679, 22680, 22681, 22682, 22683, 22684, 22685, 22686, 22687, 22688, 22689, 22690, 22691, 22692, 22693, 22694, 22695, 22696, 22697, 22698, 22699, 22700, 22701, 22702, 22703, 22704, 22705, 22706, 22707, 22708, 22709, 22710, 22711, 22712, 22713, 22714, 22715, 22716, 22717, 22718, 22719, 22720, 22721, 22722, 22723, 22724, 22725, 22726, 22727, 22728, 22729, 22730, 22731, 22732, 22733, 22734, 22735, 22736, 22737, 22738, 22739, 22740, 22741, 22742, 22743, 22744, 22745, 22746, 22747, 22748, 22749, 22750, 22751, 22752, 22753, 22754, 22755, 22756, 22757, 22758, 22759, 22760, 22761, 22762, 22763, 22764, 22765, 22766, 22767, 22768, 22769, 22770, 22771, 22772, 22773, 22774, 22775, 22776, 22777, 22778, 22779, 22780, 22781, 22782, 22783, 22784, 22785, 22786, 22787, 22788, 22789, 22790, 22791, 22792, 22793, 22794, 22795, 22796, 22797, 22798, 22799, 22800, 22801, 22802, 22803, 22804, 22805, 22806, 22807, 22808, 22809, 22810, 22811, 22812, 22813, 22814, 22815, 22816, 22817, 22818, 22819, 22820, 22821, 22822, 22823, 22824, 22825, 22826, 22827, 22828, 22829, 22830, 22831, 22832, 22833, 22834, 22835, 22836, 22837, 22838, 22839, 22840, 22841, 22842, 22843, 22844, 22845, 22846, 22847, 22848, 22849, 22850, 22851, 22852, 22853, 22854, 22855, 22856, 22857, 22858, 22859, 22860, 22861, 22862, 22863, 22864, 22865, 22866, 22867, 22868, 22869, 22870, 22871, 22872, 22873, 22874, 22875, 22876, 22877, 22878, 22879, 22880, 22881, 22882, 22883, 22884, 22885, 22886, 22887, 22888, 22889, 22890, 22891, 22892, 22893, 22894, 22895, 22896, 22897, 22898, 22899, 22900, 22901, 22902, 22903, 22904, 22905, 22906, 22907, 22908, 22909, 22910, 22911, 22912, 22913, 22914, 22915, 22916, 22917, 22918, 22919, 22920, 22921, 22922, 22923, 22924, 22925, 22926, 22927, 22928, 22929, 22930, 22931, 22932, 22933, 22934, 22935, 22936, 22937, 22938, 22939, 22940, 22941, 22942, 22943, 22944, 22945, 22946, 22947, 22948, 22949, 22950, 22951, 22952, 22953, 22954, 22955, 22956, 22957, 22958, 22959, 22960, 22961, 22962, 22963, 22964, 22965, 22966, 22967, 22968, 22969, 22970, 22971, 22972, 22973, 22974, 22975, 22976, 22977, 22978, 22979, 22980, 22981, 22982, 22983, 22984, 22985, 22986, 22987, 22988, 22989, 22990, 22991, 22992, 22993, 22994, 22995, 22996, 22997, 22998, 22999, 23000, 23001, 23002, 23003, 23004, 23005, 23006, 23007, 23008, 23009, 23010, 23011, 23012, 23013, 23014, 23015, 23016, 23017, 23018, 23019, 23020, 23021, 23022, 23023, 23024, 23025, 23026, 23027, 23028, 23029, 23030, 23031, 23032, 23033, 23034, 23035, 23036, 23037, 23038, 23039, 23040, 23041, 23042, 23043, 23044, 23045, 23046, 23047, 23048, 23049, 23050, 23051, 23052, 23053, 23054, 23055, 23056, 23057, 23058, 23059, 23060, 23061, 23062, 23063, 23064, 23065, 23066, 23067, 23068, 23069, 23070, 23071, 23072, 23073, 23074, 23075, 23076, 23077, 23078, 23079, 23080, 23081, 23082, 23083, 23084, 23085, 23086, 23087, 23088, 23089, 23090, 23091, 23700, 23702, 23703, 23704, 42256, 43215, 43425, 43475, 43535, 43728, 43742]"
55,\x00ce50f8333b5176c22ac7948993978b2e011cda,[],"[34951, 35814, 35951, 35952, 35964, 35967, 35968, 35970, 35971, 35974, 35976, 35977, 35979, 35980, 35983, 36009, 36012, 36018, 36032, 36034, 36038, 36043]"
56,\x00d22dbc77a26074ba5189d1cf8fdedde0183f22,[73],[74]
57,\x00d26977521df7803f4f59040fd2ee5949c11145,"[740, 1697, 1704]","[739, 1696, 1706]"
58,\x00d29fbc981d05edba69bc0909e391a132271357,"[13921, 28040, 32255, 34189, 34487]","[3098, 10577, 28044, 29572, 34204, 34548]"
59,\x00d550ad3756337c6fe46ae7506fae875bf75803,"[22383, 22384]","[21992, 21993]"
60,\x00d7c902fbbcd3c9db2da80a439c94486c50eb81,"[21900, 21901, 21902, 21903, 21904, 21905, 21906, 21987, 21988, 21991, 22495, 23283, 23284, 23285, 23286, 23287, 23288, 23381, 43029, 43030, 43031, 43302, 43303, 43304, 43305, 43306, 43307, 43308, 43309, 43310, 43311, 43312, 43313, 43314, 43315, 43316, 43317, 43710]","[21523, 21524, 21525, 21526, 21527, 21528, 21529, 21530, 21531, 21532, 21533, 21534, 21535, 21536, 21537, 21538, 21539, 21540, 21541, 21542, 21543, 21544, 21545, 21546, 21547, 21548, 21549, 21550, 21551, 21552, 21553, 21554, 21555, 21556, 21557, 21558, 21559, 21560, 21561, 21562, 21563, 21564, 21565, 21566, 21567, 21568, 21569, 21570, 21571, 21573, 21574, 21575, 21578, 21579, 21580, 21581, 21582, 21583, 21584, 21585, 21586, 21587, 21588, 21589, 21590, 21591, 21592, 21593, 21594, 21595, 21596, 21597, 21598, 21599, 21600, 21601, 21602, 21603, 21604, 21605, 21606, 21607, 21608, 21609, 21610, 21611, 21612, 21613, 21614, 21615, 21616, 21617, 21618, 21619, 21620, 21621, 21622, 21623, 21624, 21625, 21626, 21627, 21628, 21629, 21630, 21631, 21633, 21634, 21635, 21636, 21637, 21638, 21639, 21640, 21641, 21642, 21643, 21644, 21645, 21646, 21647, 21648, 21649, 21650, 21651, 21652, 21653, 21654, 21655, 21656, 21657, 21658, 21659, 21660, 21661, 21662, 21663, 21664, 21665, 21666, 21669, 21670, 21671, 21672, 21673, 21674, 21675, 21676, 21677, 21678, 21679, 21680, 21681, 21682, 21683, 21684, 21685, 21686, 21687, 21688, 21689, 21690, 21691, 21692, 21693, 21694, 21695, 21696, 21697, 21698, 21699, 21700, 21701, 21702, 21703, 21704, 21705, 21706, 21707, 21708, 21709, 21710, 21711, 21712, 21713, 21714, 21715, 21716, 21717, 21718, 21719, 21720, 21721, 21722, 21723, 21724, 21725, 21726, 21727, 21728, 21729, 21730, 21731, 21732, 21733, 21734, 21735, 21736, 21737, 21738, 21739, 21740, 21741, 21742, 21743, 21744, 21745, 21746, 21747, 21748, 21749, 21750, 21751, 21752, 21753, 21754, 21755, 21756, 21757, 21758, 21759, 21760, 21761, 21762, 21763, 21764, 21765, 21766, 21767, 21768, 21769, 21770, 21771, 21772, 21773, 21774, 21775, 21776, 21777, 21778, 21779, 21780, 21781, 21782, 21783, 21784, 21785, 21786, 21788, 21789, 21790, 21791, 21792, 21793, 21794, 21795, 21796, 21797, 21798, 21799, 21800, 21801, 21802, 21803, 21804, 21805, 21806, 21807, 21808, 21809, 21810, 21811, 21812, 21813, 21814, 21815, 21816, 21817, 21818, 21819, 21820, 21821, 21822, 21823, 21824, 21825, 21826, 21827, 21828, 21829, 21830, 21831, 21832, 21833, 21834, 21835, 21836, 21837, 21838, 21839, 21840, 21841, 21842, 21843, 21844, 21845, 21846, 21847, 21848, 21849, 21850, 21851, 21852, 21853, 21854, 21855, 21856, 21857, 21858, 21859, 21860, 21861, 21862, 21863, 21864, 21865, 21866, 21867, 21868, 21869, 21870, 21871, 21872, 21873, 21874, 21875, 21876, 21877, 21878, 21879, 21880, 21881, 21882, 21883, 21884, 21885, 21886, 21887, 21888, 21889, 21890, 21891, 21892, 21893, 21894, 21895, 21896, 21924, 21925, 21926, 21927, 21928, 21929, 21930, 21931, 21932, 21933, 21934, 21949, 21991, 21994, 21995, 21996, 21997, 21998, 21999, 22000, 22001, 22002, 22003, 22004, 22005, 22006, 22513, 23381, 40711, 40712, 40713, 40714, 40715, 40716, 40717, 40721, 40735, 40736, 40737, 40738, 40739, 40740, 40741, 40742, 40743, 40744, 40745, 40746, 40747, 40748, 40749, 40750, 40751, 40752, 40753, 40754, 40755, 40756, 40757, 40758, 40759, 40760, 40761, 40763, 40771, 40772, 40773, 40774, 40775, 40776, 40777, 40778, 40781, 40782, 40783, 40784, 40785, 40786, 40787, 40788, 40789, 40790, 40791, 40792, 40793, 40794, 40795, 40796, 40797, 40798, 40799, 40800, 40801, 40802, 40803, 40804, 40805, 40806, 40807, 40808, 40809, 40810, 40811, 40812, 40813, 40814, 40815, 40816, 40817, 40818, 40819, 40820, 40821, 40822, 40823, 40824, 40825, 40826, 40827, 40828, 40829, 40830, 40831, 40832, 40833, 40834, 40835, 40836, 40837, 40838, 40839, 40840, 40841, 40842, 40843, 40844, 40845, 40846, 40847, 40848, 40849, 40850, 40853, 40854, 40855, 40856, 40857, 40859, 40860, 40861, 40862, 40863, 40864, 40868, 40869, 40870, 40871, 40872, 40873, 40874, 40875, 40876, 40877, 40878, 40879, 40880, 40881, 40882, 40884, 40886, 40887, 40889, 40891, 40892, 40893, 40894, 40895, 40896, 40897, 40898, 40899, 40900, 40901, 40902, 40903, 40904, 40907, 40911, 40912, 40913, 40914, 40915, 40927, 40928, 40929, 40930, 40932, 40933, 40934, 40935, 40936, 40937, 40939, 40940, 40941, 40942, 40943, 40944, 40945, 40946, 40947, 40948, 40949, 40954, 40955, 40956, 40958, 40959, 40960, 40961, 40962, 40963, 40964, 40977, 40978, 40979, 40980, 40981, 40982, 40983, 40985, 40986, 40987, 40988, 40989, 40990, 40991, 40992, 40993, 40994, 40995, 40996, 40997, 40998, 40999, 41000, 41001, 41002, 41003, 41004, 41005, 41006, 41007, 41008, 41009, 41010, 41011, 41012, 41013, 41014, 41015, 41016, 41019, 41020, 41021, 41022, 41023, 41024, 41025, 41026, 41027, 41028, 41029, 41030, 41031, 41032, 41033, 41034, 41035, 41036, 41037, 41038, 41039, 41040, 41041, 41042, 41043, 41044, 41045, 41046, 41047, 41048, 41049, 41050, 41051, 41052, 41053, 41054, 41055, 41056, 41057, 41058, 41059, 41060, 41061, 41062, 41063, 41064, 41065, 41066, 41067, 41068, 41069, 41070, 41071, 41072, 41073, 41074, 41075, 41097, 41104, 41105, 41107, 41109, 41111, 41112, 41116, 41119, 41120, 41124, 41128, 41129, 41141, 41145, 41146, 41150, 41151, 41152, 41153, 41159, 41166, 41169, 41172, 41179, 41183, 41185, 41186, 41187, 41190, 41193, 41194, 41195, 41197, 41199, 41200, 41201, 41205, 41206, 41208, 41211, 41213, 41214, 41215, 41216, 41223, 41224, 41283, 41284, 41285, 41286, 41287, 41288, 41289, 41290, 41291, 41302, 41308, 41309, 41310, 41311, 41312, 41313, 41314, 41315, 41316, 41317, 41318, 41319, 41320, 41321, 41322, 41323, 41324, 41333, 41336, 41337, 41338, 41339, 41340, 41341, 41350, 41351, 41352, 41360, 41361, 41362, 41363, 41364, 41381, 41382, 41383, 41444, 41601, 41865, 41874, 41876, 41892, 41893, 41897, 41905, 41912, 41916, 41923, 41926, 41938, 41941, 41946, 41949, 41950, 41951, 41953, 41954, 41955, 41956, 41957, 41958, 41960, 41961, 41962, 41984, 41992, 41996, 41998, 41999, 42000, 42001, 42003, 42004, 42005, 42006, 42007, 42008, 42009, 42010, 42011, 42012, 42013, 42014, 42015, 42016, 42017, 42018, 42019, 42020, 42021, 42023, 42024, 42026, 42027, 42028, 42029, 42030, 42031, 42032, 42033, 42034, 42035, 42036, 42037, 42038, 42039, 42040, 42042, 42043, 42044, 42046, 42047, 42048, 42049, 42050, 42051, 42052, 42053, 42054, 42055, 42056, 42057, 42058, 42059, 42060, 42061, 42062, 42063, 42064, 42065, 42066, 42067, 42068, 42069, 42070, 42071, 42072, 42073, 42074, 42075, 42076, 42077, 42078, 42079, 42080, 42082, 42083, 42084, 42085, 42086, 42087, 42088, 42089, 42090, 42091, 42092, 42093, 42094, 42095, 42096, 42097, 42098, 42099, 42100, 42101, 42102, 42103, 42273, 42283, 42295, 42316, 42317, 42326, 42327, 42328, 42329, 42333, 42336, 42341, 42345, 42347, 42349, 42350, 42370, 42373, 42376, 42379, 42389, 42390, 42391, 42392, 42394, 42403, 42404, 42406, 42409, 42411, 42431, 42462, 42469, 42474, 42475, 42481, 42482, 42483, 42484, 42498, 42501, 42505, 42507, 42516, 42518, 42634, 42640, 42643, 42644, 42651, 42653, 42654, 42658, 42677, 42692, 42693, 42694, 42695, 42696, 42697, 42698, 42699, 42700, 42701, 42702, 42703, 42704, 42705, 42708, 42714, 42715, 42721, 42723, 42726, 42728, 42729, 42731, 42734, 42735, 42736, 42737, 42738, 42739, 42740, 42741, 42742, 42743, 42744, 42745, 42746, 42747, 42748, 42749, 42750, 42751, 42752, 42794, 42818, 42822, 42824, 42827, 42852, 42856, 42859, 42864, 42865, 42866, 42867, 42868, 42994, 43014, 43020, 43022, 43024, 43261, 43262, 43263, 43264, 43265, 43266, 43267, 43268, 43269, 43270, 43272, 43277, 43278, 43279, 43283, 43284, 43285, 43286, 43295, 43296, 43358, 43359, 43362]"
61,\x00dab6b11fa446adaa0cbd4ccdb1626c47e39ab8,[],"[14864, 14865, 14866, 14867, 14868, 14869, 14870, 14871, 14872, 14875]"
62,\x00df0a54fb57bb4a999b0e3e3746edf52ab44c7b,[7552],"[7552, 25562]"
63,\x00e49042093a2bad2046199316048bfb393dda0b,[],"[16529, 16530]"
64,\x00e7b17287365f3bc59085ff5f3f56eaf1225a0d,[913],[23813]
65,\x00e9e6cd89d52d6ec938293803389f4dd03e9431,[],"[14629, 14630, 14631, 14632, 14633, 14634, 14635, 14643]"
66,\x00fef499b2624ce9b1526ffb6c37dec77da6eb0f,[],[24793]
67,\x0102a7e38152d881e93fe78569222e33de1adc0b,[16729],[16728]
68,\x0104bb585fb19119d9393ea815ec24dc2c3c8d5b,[26453],[]
69,\x01076e09dcb258c16537670307f9bdced007bf37,[33800],[]
70,\x010eae837b6d6d49462ddaaf8aa9ed2000ba9bd1,[42855],[41565]
71,\x011554ec8d2c4e7553a980cd707ac0c10be7934e,[33839],[2045]
72,\x0116d4c19d23b22cea9d78911d05cbc387136599,[1810],[]
73,\x011a8ce98ca91e2e456c40fbbe52fb378b6f88b5,[24601],[]
74,\x011c23b3aadaf3d4991f3abee262a34d18e9fdb5,"[25609, 25610]","[24018, 24019]"
75,\x0120b4134354d7e885685a23e7606ccaf7d0b2b4,"[7441, 7442, 7443, 29660, 29668]","[28292, 28736, 29042, 29678]"
76,\x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,[29757],[4848]
77,\x012ec8841f3dc3ee1e5fb109f587452055465876,[1670],[1656]
78,\x013335955f7117b6cf1b9867591480792cde5e5f,[3824],[]
79,\x0134d3632ab542236d65a2b3188aaa4a316390bb,[39201],[20443]
80,\x0144b7e66993c6bfab85581e8601f96bfe50c9df,"[22514, 22515, 22516]","[17871, 17872, 17874]"
81,\x01486c3891761e93e5107890286abdc1834fc6d7,[],"[43173, 43205, 43209, 43664]"
82,\x0154d25120ed20a516fe43991702e7463c5a6f6e,"[13770, 38408, 38409]",[14487]
83,\x0169a5af5f33a6592c424302c5db7fa0ffb1ebb5,[35168],[5704]
84,\x018289a8db273d01f9d93dc3f22b4d9a39dde3d8,"[21255, 21256]","[33435, 33626]"
85,\x018447e5c6fa80f1bd8d7b7d7df88d29820732eb,"[8981, 20802]","[8980, 20801]"
86,\x0184670b561ce2a85c97b11b06116c2b0a044663,"[93, 94]",[]
87,\x018edc98b3190dbb261e6ff3858c4ba59c71ba94,"[14815, 16417, 16418, 16419, 16420, 22386, 38083, 38181, 40474, 40478, 40944]","[2081, 12209, 26564, 36121, 36436, 36754, 37042, 37687, 38174, 39005]"
88,\x019226368f2ab07171ee65684a89c6acb12fbbee,[2702],[2701]
89,\x0199f4bef64212be9d5847557631ccea02ae8d26,"[13419, 13937, 13938]","[23787, 33457]"
90,\x019edcb493bd91e2b25b70f26d5d9041fd7ef946,[],[28927]
91,\x01a23eba5023064d505dd45fbfa683a601c7685b,"[27350, 27512]","[23899, 27250]"
92,\x01a2a2ded220edaddb303e392c64cfde249d8213,"[26930, 26938]","[4922, 4948]"
93,\x01a45f7fbf7453092e49b6db137568f9cfab8ead,"[4976, 7440, 12659, 16411, 16412, 16850, 21059, 21060, 21063, 29103, 31649, 31692, 33495, 37275, 37382, 37397, 37398, 37505, 37845, 38603, 39116, 41546]","[4557, 5051, 6777, 8548, 12320, 12323, 16407, 16413, 16414, 16415, 16416, 16538, 16840, 16845, 16957, 16962, 18412, 18728, 19562, 19776, 31145, 33494, 36559]"
94,\x01a5639e13497c3e4f6819e54e0288cdc9f43d8c,"[28081, 30494]","[27071, 28066]"
95,\x01b3b5ae37f70e6540abc2667fec68c19b2e7a1d,[3554],[3504]
96,\x01b57b97b40a8ddddaac0493991bca31a7953992,[3992],[]
97,\x01bf9d8ea7d749f3ba62f30374be55841a8c7146,"[4697, 7437]",[4011]
98,\x01c2be37845f43c225bfdd2835d9456d9cea4d91,[35559],[32423]
99,\x01c2e7b1de06da53bd0ec82fdb59e5767b8c6da1,"[14155, 14228, 14329, 14362, 14501, 14507, 14563, 14566, 14573, 14807, 14823, 14876, 16369, 17138, 35744, 35777, 35996, 36234, 36391, 36394, 36446, 36615, 36764, 36816, 37443, 40605]","[14198, 14226, 14328, 14365, 14503, 14504, 14561, 14570, 14586, 14809, 14827, 16468, 17111, 34666, 35754, 35808, 36042, 36265, 36389, 36426, 36445, 36634, 36780, 36815, 37065, 38547]"
100,\x01c59869b44f3fc5420dbb9166a735cdc020e9ae,[23324],[]
101,\x01d43a07e07dd315bb20ae221abd96e3e8bdfd58,[6271],[6263]
102,\x01d897c89cf965bfadfe5d790dc8723aa6c5b7ac,[42582],[42296]
103,\x01ea13520fc2c8612cf7b5ff1c9d4dc91180d64c,"[1606, 1607, 1608, 1609, 1610]","[24144, 24174, 24249, 24256]"
104,\x01ec738293d4fa32d99374a4519b450f4db2ba54,"[202, 33835]","[2468, 2469, 2470, 2471, 2472, 2473, 2475, 2476, 2477, 6887, 13546, 13547, 13548, 15578, 16309, 31328, 31349, 31440, 31449, 31452, 33444, 33564, 33576, 33628, 33875, 34213, 34685, 34740, 34744, 34891, 35987]"
